GUT_GENOME239747_1_11024_C,GUT_GENOME239747_1_11024,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_12,,,,,,,,0.606530659712622
GUT_GENOME239747_1_11119_C,GUT_GENOME239747_1_11119,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_12,,,,,,,,0.535261428518995
GUT_GENOME239747_1_11128_C,GUT_GENOME239747_1_11128,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_12,,,,,,,,0.535261428518995
GUT_GENOME239747_1_11195_C,GUT_GENOME239747_1_11195,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,,,,,,,,,0.193426604600387
GUT_GENOME239747_1_11212_C,GUT_GENOME239747_1_11212,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,,,,,,,,,0.32771039588289
GUT_GENOME239747_1_44076_A,GUT_GENOME239747_1_44076,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_48,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.735107821038074
GUT_GENOME239747_1_44077_G,GUT_GENOME239747_1_44077,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_48,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.735107821038074
GUT_GENOME239747_1_44081_G,GUT_GENOME239747_1_44081,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_48,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.367879441171451
GUT_GENOME239747_1_44089_G,GUT_GENOME239747_1_44089,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_48,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.747511722919144
GUT_GENOME239747_1_44173_C,GUT_GENOME239747_1_44173,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_48,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.26023925848967
GUT_GENOME239747_1_44188_G,GUT_GENOME239747_1_44188,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_48,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.537760699141477
GUT_GENOME239747_1_44221_G,GUT_GENOME239747_1_44221,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_48,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.7116810781608
GUT_GENOME239747_1_44237_A,GUT_GENOME239747_1_44237,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_48,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.399261161989599
GUT_GENOME239747_1_44248_A,GUT_GENOME239747_1_44248,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_48,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.315601855887036
GUT_GENOME239747_1_44251_C,GUT_GENOME239747_1_44251,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_48,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.502839804687037
GUT_GENOME239747_1_44256_A,GUT_GENOME239747_1_44256,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_48,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.266096608251427
GUT_GENOME239747_1_44259_G,GUT_GENOME239747_1_44259,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_48,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.255312113545077
GUT_GENOME239747_1_44311_C,GUT_GENOME239747_1_44311,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,,,,,,,,,0.335259106844214
GUT_GENOME239747_1_44320_T,GUT_GENOME239747_1_44320,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,,,,,,,,,0.477702026715446
GUT_GENOME239747_1_44386_T,GUT_GENOME239747_1_44386,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_49,,,,,,,,0.474616168094954
GUT_GENOME239747_1_44396_G,GUT_GENOME239747_1_44396,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_49,,,,,,,,0.320019775360753
GUT_GENOME239747_1_44419_G,GUT_GENOME239747_1_44419,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_49,,,,,,,,0.141228329516706
GUT_GENOME239747_1_44476_G,GUT_GENOME239747_1_44476,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_49,,,,,,,,0.774273473618937
GUT_GENOME239747_1_44536_T,GUT_GENOME239747_1_44536,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_49,,,,,,,,0.573012123669165
GUT_GENOME239747_1_44545_A,GUT_GENOME239747_1_44545,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,,,,,,,,,0.963320718975249
GUT_GENOME239747_1_44546_T,GUT_GENOME239747_1_44546,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.988228729856296
GUT_GENOME239747_1_44629_G,GUT_GENOME239747_1_44629,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.699346678867913
GUT_GENOME239747_1_44632_T,GUT_GENOME239747_1_44632,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.483225081189819
GUT_GENOME239747_1_44633_A,GUT_GENOME239747_1_44633,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.418731604212408
GUT_GENOME239747_1_44637_A,GUT_GENOME239747_1_44637,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.293757700323529
GUT_GENOME239747_1_44638_C,GUT_GENOME239747_1_44638,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.293757700323529
GUT_GENOME239747_1_44639_A,GUT_GENOME239747_1_44639,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.923011452761802
GUT_GENOME239747_1_44645_T,GUT_GENOME239747_1_44645,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.483225081189819
GUT_GENOME239747_1_44647_G,GUT_GENOME239747_1_44647,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.247374190641348
GUT_GENOME239747_1_44655_T,GUT_GENOME239747_1_44655,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.711123552863688
GUT_GENOME239747_1_44656_C,GUT_GENOME239747_1_44656,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.372559711550214
GUT_GENOME239747_1_44659_G,GUT_GENOME239747_1_44659,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.627089085273053
GUT_GENOME239747_1_44661_C,GUT_GENOME239747_1_44661,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.523977351364617
GUT_GENOME239747_1_44665_A,GUT_GENOME239747_1_44665,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.498047998770168
GUT_GENOME239747_1_44720_G,GUT_GENOME239747_1_44720,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.8815976330185
GUT_GENOME239747_1_44735_T,GUT_GENOME239747_1_44735,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.688387288805206
GUT_GENOME239747_1_44738_T,GUT_GENOME239747_1_44738,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.501120298021493
GUT_GENOME239747_1_44741_G,GUT_GENOME239747_1_44741,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.937708040635067
GUT_GENOME239747_1_44765_A,GUT_GENOME239747_1_44765,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.535637704251171
GUT_GENOME239747_1_44780_A,GUT_GENOME239747_1_44780,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.697404557071255
GUT_GENOME239747_1_44807_C,GUT_GENOME239747_1_44807,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.892881610384996
GUT_GENOME239747_1_44825_C,GUT_GENOME239747_1_44825,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.453296523123707
GUT_GENOME239747_1_44951_G,GUT_GENOME239747_1_44951,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.991261559987349
GUT_GENOME239747_1_44987_G,GUT_GENOME239747_1_44987,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.348963828200637
GUT_GENOME239747_1_45017_G,GUT_GENOME239747_1_45017,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.776816578329346
GUT_GENOME239747_1_45020_G,GUT_GENOME239747_1_45020,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_50,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.489768772361772
GUT_GENOME239747_1_45089_T,GUT_GENOME239747_1_45089,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,,,,,,,,,0.0546616229827362
GUT_GENOME239747_1_48607_A,GUT_GENOME239747_1_48607,GUT_GENOME239747,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,GUT_GENOME239747_1_57,PGPBLFEG_15363,CDS,1035.0,lnpD_3,5.1.3.2,,UDP-glucose 4-epimerase,0.459425824035956
